"name","path_id","path_desc"
"fecI","NA","NA"
"fecR","NA","NA"
"feoA","NA","NA"
"feoB","NA","NA"
"feoC","NA","NA"
"fepA","NA","NA"
"fepB","eco02010","ABC transporters"
"fepC","eco02010","ABC transporters"
"fepD","eco02010","ABC transporters"
"fepE","NA","NA"
"fepG","eco02010","ABC transporters"
"fes","NA","NA"
"ffh","eco03060","Protein export"
"ffh","eco03070","Bacterial secretion system"
"ffs","eco03060","Protein export"
"fhlA","NA","NA"
"fhuA","NA","NA"
"fhuB","eco02010","ABC transporters"
"fhuC","eco02010","ABC transporters"
"fhuD","eco02010","ABC transporters"
"fhuE","NA","NA"
"fhuF","NA","NA"
"fic","NA","NA"
"fieF","NA","NA"
"fimA","NA","NA"
"fimB","NA","NA"
"fimC","NA","NA"
"fimD","NA","NA"
"fimE","NA","NA"
"fimF","NA","NA"
"fimG","NA","NA"
"fimH","NA","NA"
"fimI","NA","NA"
"fimZ","eco02020","Two-component system"
"fis","NA","NA"
"fiu","NA","NA"
"fixA","NA","NA"
"fixB","NA","NA"
"fixC","NA","NA"
"fixX","NA","NA"
"fklB","NA","NA"
"fkpA","NA","NA"
"fkpB","NA","NA"
"fldA","NA","NA"
"fldB","NA","NA"
"flgA","eco02040","Flagellar assembly"
"flgB","eco02040","Flagellar assembly"
"flgC","eco02040","Flagellar assembly"
"flgD","eco02040","Flagellar assembly"
"flgE","eco02040","Flagellar assembly"
"flgF","eco02040","Flagellar assembly"
"flgG","eco02040","Flagellar assembly"
"flgH","eco02040","Flagellar assembly"
"flgI","eco02040","Flagellar assembly"
"flgJ","NA","NA"
"flgK","eco02040","Flagellar assembly"
"flgL","eco02040","Flagellar assembly"
"flgM","eco02040","Flagellar assembly"
"flgN","eco02040","Flagellar assembly"
"flhA","eco02040","Flagellar assembly"
"flhB","eco02040","Flagellar assembly"
"flhC","eco02020","Two-component system"
"flhC","eco02040","Flagellar assembly"
"flhD","eco02020","Two-component system"
"flhD","eco02040","Flagellar assembly"
"flhE","NA","NA"
"fliA","eco02020","Two-component system"
"fliC","eco02020","Two-component system"
"fliC","eco02040","Flagellar assembly"
"fliD","eco02040","Flagellar assembly"
"fliE","eco02040","Flagellar assembly"
"fliF","eco02040","Flagellar assembly"
"fliG","eco02030","Bacterial chemotaxis"
"fliG","eco02040","Flagellar assembly"
"fliH","eco02040","Flagellar assembly"
"fliI","eco02040","Flagellar assembly"
"fliJ","eco02040","Flagellar assembly"
"fliK","eco02040","Flagellar assembly"
"fliL","NA","NA"
"fliM","eco02030","Bacterial chemotaxis"
"fliM","eco02040","Flagellar assembly"
"fliN","eco02030","Bacterial chemotaxis"
"fliN","eco02040","Flagellar assembly"
"fliO","eco02040","Flagellar assembly"
"fliP","eco02040","Flagellar assembly"
"fliQ","eco02040","Flagellar assembly"
"fliR","eco02040","Flagellar assembly"
"fliS","eco02040","Flagellar assembly"
"fliT","eco02040","Flagellar assembly"
"fliY","eco02010","ABC transporters"
"fliZ","NA","NA"
"flk","NA","NA"
"flu","NA","NA"
"flxA","NA","NA"
"fmt","eco00670","One carbon pool by folate"
"fmt","eco00970","Aminoacyl-tRNA biosynthesis"
"fnr","NA","NA"
"fnrS","NA","NA"
"focA","NA","NA"
"focB","NA","NA"
"folA","eco00670","One carbon pool by folate"
"folA","eco00790","Folate biosynthesis"
"folA","eco01100","Metabolic pathways"
"folB","eco00790","Folate biosynthesis"
"folB","eco01100","Metabolic pathways"
"folC","eco00790","Folate biosynthesis"
"folC","eco01100","Metabolic pathways"
"folD","eco00670","One carbon pool by folate"
"folD","eco01100","Metabolic pathways"
"folD","eco01120","Microbial metabolism in diverse environments"
"folD","eco01200","Carbon metabolism"
"folE","eco00790","Folate biosynthesis"
"folE","eco01100","Metabolic pathways"
"folK","eco00790","Folate biosynthesis"
"folK","eco01100","Metabolic pathways"
"folM","eco00670","One carbon pool by folate"
"folM","eco00790","Folate biosynthesis"
"folM","eco01100","Metabolic pathways"
"folP","eco00790","Folate biosynthesis"
"folP","eco01100","Metabolic pathways"
"folX","NA","NA"
"fpr","NA","NA"
"frc","NA","NA"
"frdA","eco00020","Citrate cycle (TCA cycle)"
"frdA","eco00190","Oxidative phosphorylation"
"frdA","eco00650","Butanoate metabolism"
"frdA","eco01100","Metabolic pathways"
"frdA","eco01110","Biosynthesis of secondary metabolites"
"frdA","eco01120","Microbial metabolism in diverse environments"
"frdA","eco01200","Carbon metabolism"
"frdA","eco02020","Two-component system"
"frdB","eco00020","Citrate cycle (TCA cycle)"
"frdB","eco00190","Oxidative phosphorylation"
"frdB","eco00650","Butanoate metabolism"
"frdB","eco01100","Metabolic pathways"
"frdB","eco01110","Biosynthesis of secondary metabolites"
"frdB","eco01120","Microbial metabolism in diverse environments"
"frdB","eco01200","Carbon metabolism"
"frdB","eco02020","Two-component system"
"frdC","eco00020","Citrate cycle (TCA cycle)"
"frdC","eco00190","Oxidative phosphorylation"
"frdC","eco00650","Butanoate metabolism"
"frdC","eco01100","Metabolic pathways"
"frdC","eco01110","Biosynthesis of secondary metabolites"
"frdC","eco01120","Microbial metabolism in diverse environments"
"frdC","eco01200","Carbon metabolism"
"frdC","eco02020","Two-component system"
"frdD","eco00020","Citrate cycle (TCA cycle)"
"frdD","eco00190","Oxidative phosphorylation"
"frdD","eco00650","Butanoate metabolism"
"frdD","eco01100","Metabolic pathways"
"frdD","eco01110","Biosynthesis of secondary metabolites"
"frdD","eco01120","Microbial metabolism in diverse environments"
"frdD","eco01200","Carbon metabolism"
"frdD","eco02020","Two-component system"
"fre","NA","NA"
"frlA","NA","NA"
"frlB","NA","NA"
"frlC","NA","NA"
"frlD","NA","NA"
"frlR","NA","NA"
"frmA","eco00010","Glycolysis / Gluconeogenesis"
"frmA","eco00071","Fatty acid degradation"
"frmA","eco00350","Tyrosine metabolism"
"frmA","eco00625","Chloroalkane and chloroalkene degradation"
"frmA","eco00626","Naphthalene degradation"
"frmA","eco00680","Methane metabolism"
"frmA","eco01100","Metabolic pathways"
"frmA","eco01110","Biosynthesis of secondary metabolites"
"frmA","eco01120","Microbial metabolism in diverse environments"
"frmA","eco01200","Carbon metabolism"
"frmA","eco01220","Degradation of aromatic compounds"
"frmB","eco00680","Methane metabolism"
"frmB","eco01120","Microbial metabolism in diverse environments"
"frmB","eco01200","Carbon metabolism"
"frmR","NA","NA"
"frr","NA","NA"
"frsA","NA","NA"
"fruA","eco00051","Fructose and mannose metabolism"
"fruA","eco01100","Metabolic pathways"
"fruA","eco02060","Phosphotransferase system (PTS)"
"fruB","eco00051","Fructose and mannose metabolism"
"fruB","eco01100","Metabolic pathways"
"fruB","eco02060","Phosphotransferase system (PTS)"
"fruK","eco00051","Fructose and mannose metabolism"
"fruR","NA","NA"
"frvA","NA","NA"
"frvB","NA","NA"
"frvR","NA","NA"
"frvX","NA","NA"
"frwB","NA","NA"
"frwC","NA","NA"
"frwD","NA","NA"
"fryA","eco02060","Phosphotransferase system (PTS)"
"fryB","NA","NA"
"fryC","NA","NA"
"fsaA","NA","NA"
"fsaB","NA","NA"
"fsr","NA","NA"
"ftnA","eco00860","Porphyrin and chlorophyll metabolism"
"ftnB","NA","NA"
"ftsA","NA","NA"
"ftsB","NA","NA"
"ftsE","eco02010","ABC transporters"
"ftsH","NA","NA"
"ftsI","eco00312","beta-Lactam resistance"
"ftsI","eco00550","Peptidoglycan biosynthesis"
"ftsK","NA","NA"
"ftsL","NA","NA"
"ftsN","NA","NA"
"ftsP","NA","NA"
"ftsQ","NA","NA"
"ftsW","NA","NA"
"ftsX","eco02010","ABC transporters"
"ftsY","eco03060","Protein export"
"ftsY","eco03070","Bacterial secretion system"
"ftsZ","NA","NA"
"fucA","eco00051","Fructose and mannose metabolism"
"fucI","eco00051","Fructose and mannose metabolism"
"fucK","eco00051","Fructose and mannose metabolism"
"fucO","eco00620","Pyruvate metabolism"
"fucO","eco00630","Glyoxylate and dicarboxylate metabolism"
"fucO","eco01120","Microbial metabolism in diverse environments"
"fucP","NA","NA"
"fucR","NA","NA"
"fucU","NA","NA"
"fumA","eco00020","Citrate cycle (TCA cycle)"
"fumA","eco01100","Metabolic pathways"
"fumA","eco01110","Biosynthesis of secondary metabolites"
"fumA","eco01120","Microbial metabolism in diverse environments"
"fumA","eco01200","Carbon metabolism"
"fumB","eco00020","Citrate cycle (TCA cycle)"
"fumB","eco01100","Metabolic pathways"
"fumB","eco01110","Biosynthesis of secondary metabolites"
"fumB","eco01120","Microbial metabolism in diverse environments"
"fumB","eco01200","Carbon metabolism"
"fumC","eco00020","Citrate cycle (TCA cycle)"
"fumC","eco01100","Metabolic pathways"
"fumC","eco01110","Biosynthesis of secondary metabolites"
"fumC","eco01120","Microbial metabolism in diverse environments"
"fumC","eco01200","Carbon metabolism"
"fur","NA","NA"
"fusA","NA","NA"
"fxsA","NA","NA"
"gabD","eco00250","Alanine, aspartate and glutamate metabolism"
"gabD","eco00310","Lysine degradation"
"gabD","eco00350","Tyrosine metabolism"
"gabD","eco00650","Butanoate metabolism"
"gabD","eco01100","Metabolic pathways"
"gabD","eco01120","Microbial metabolism in diverse environments"
"gabP","NA","NA"
"gabT","eco00250","Alanine, aspartate and glutamate metabolism"
"gabT","eco00280","Valine, leucine and isoleucine degradation"
"gabT","eco00410","beta-Alanine metabolism"
"gabT","eco00640","Propanoate metabolism"
"gabT","eco00650","Butanoate metabolism"
"gabT","eco01100","Metabolic pathways"
"gadA","NA","NA"
"gadB","eco00250","Alanine, aspartate and glutamate metabolism"
"gadB","eco00410","beta-Alanine metabolism"
"gadB","eco00430","Taurine and hypotaurine metabolism"
"gadB","eco00650","Butanoate metabolism"
"gadB","eco01100","Metabolic pathways"
"gadB","eco01110","Biosynthesis of secondary metabolites"
"gadC","NA","NA"
"gadE","NA","NA"
"gadW","NA","NA"
"gadX","NA","NA"
"gadY","NA","NA"
"galE","eco00052","Galactose metabolism"
"galE","eco00520","Amino sugar and nucleotide sugar metabolism"
"galE","eco01100","Metabolic pathways"
"galE","eco01110","Biosynthesis of secondary metabolites"
"galF","NA","NA"
"galK","eco00052","Galactose metabolism"
"galK","eco00520","Amino sugar and nucleotide sugar metabolism"
"galK","eco01100","Metabolic pathways"
"galK","eco01110","Biosynthesis of secondary metabolites"
"galM","eco00010","Glycolysis / Gluconeogenesis"
"galM","eco00052","Galactose metabolism"
"galM","eco01100","Metabolic pathways"
"galM","eco01110","Biosynthesis of secondary metabolites"
"galM","eco01120","Microbial metabolism in diverse environments"
"galP","NA","NA"
"galR","NA","NA"
"galS","NA","NA"
"galT","eco00052","Galactose metabolism"
"galT","eco00520","Amino sugar and nucleotide sugar metabolism"
"galT","eco01100","Metabolic pathways"
"galT","eco01110","Biosynthesis of secondary metabolites"
"galU","eco00040","Pentose and glucuronate interconversions"
"galU","eco00052","Galactose metabolism"
"galU","eco00500","Starch and sucrose metabolism"
"galU","eco00520","Amino sugar and nucleotide sugar metabolism"
"galU","eco01100","Metabolic pathways"
"galU","eco01110","Biosynthesis of secondary metabolites"
"gapA","eco00010","Glycolysis / Gluconeogenesis"
"gapA","eco01100","Metabolic pathways"
"gapA","eco01110","Biosynthesis of secondary metabolites"
"gapA","eco01120","Microbial metabolism in diverse environments"
"gapA","eco01200","Carbon metabolism"
"gapA","eco01230","Biosynthesis of amino acids"
"gapC","NA","NA"
"garD","eco00053","Ascorbate and aldarate metabolism"
"garK","eco00260","Glycine, serine and threonine metabolism"
"garK","eco00561","Glycerolipid metabolism"
"garK","eco00630","Glyoxylate and dicarboxylate metabolism"
"garK","eco01100","Metabolic pathways"
"garK","eco01110","Biosynthesis of secondary metabolites"
"garL","eco00053","Ascorbate and aldarate metabolism"
"garP","NA","NA"
"garR","eco00630","Glyoxylate and dicarboxylate metabolism"
"garR","eco01100","Metabolic pathways"
"gatA","eco00052","Galactose metabolism"
"gatA","eco01100","Metabolic pathways"
"gatA","eco02060","Phosphotransferase system (PTS)"
"gatB","eco00052","Galactose metabolism"
"gatB","eco01100","Metabolic pathways"
"gatB","eco02060","Phosphotransferase system (PTS)"
"gatC","NA","NA"
"gatD","eco00052","Galactose metabolism"
"gatD","eco01100","Metabolic pathways"
"gatR","NA","NA"
"gatY","eco00052","Galactose metabolism"
"gatY","eco01100","Metabolic pathways"
"gatZ","eco00052","Galactose metabolism"
"gatZ","eco01100","Metabolic pathways"
"gcd","eco00030","Pentose phosphate pathway"
"gcd","eco01100","Metabolic pathways"
"gcd","eco01110","Biosynthesis of secondary metabolites"
"gcl","NA","NA"
"gcp","NA","NA"
"gcvA","NA","NA"
"gcvB","NA","NA"
"gcvH","eco00260","Glycine, serine and threonine metabolism"
"gcvH","eco00630","Glyoxylate and dicarboxylate metabolism"
"gcvH","eco01110","Biosynthesis of secondary metabolites"
"gcvP","eco00260","Glycine, serine and threonine metabolism"
"gcvP","eco01100","Metabolic pathways"
"gcvP","eco01200","Carbon metabolism"
"gcvR","NA","NA"
"gcvT","eco00260","Glycine, serine and threonine metabolism"
"gcvT","eco00670","One carbon pool by folate"
"gcvT","eco01100","Metabolic pathways"
"gcvT","eco01200","Carbon metabolism"
"gdhA","eco00250","Alanine, aspartate and glutamate metabolism"
"gdhA","eco00330","Arginine and proline metabolism"
"gdhA","eco00910","Nitrogen metabolism"
"gdhA","eco01100","Metabolic pathways"
"gfcA","NA","NA"
"gfcB","NA","NA"
"gfcC","NA","NA"
"gfcD","NA","NA"
"gfcE","NA","NA"
"ggt","eco00430","Taurine and hypotaurine metabolism"
"ggt","eco00460","Cyanoamino acid metabolism"
"ggt","eco00480","Glutathione metabolism"
"ggt","eco00590","Arachidonic acid metabolism"
"ggt","eco01100","Metabolic pathways"
"ghrA","eco00260","Glycine, serine and threonine metabolism"
"ghrA","eco00620","Pyruvate metabolism"
"ghrA","eco00630","Glyoxylate and dicarboxylate metabolism"
"ghrA","eco01100","Metabolic pathways"
"ghrA","eco01120","Microbial metabolism in diverse environments"
"ghrB","eco00030","Pentose phosphate pathway"
"ghrB","eco01100","Metabolic pathways"
"ghrB","eco01120","Microbial metabolism in diverse environments"
"glcA","NA","NA"
"glcB","eco00620","Pyruvate metabolism"
"glcB","eco00630","Glyoxylate and dicarboxylate metabolism"
"glcB","eco01100","Metabolic pathways"
"glcB","eco01120","Microbial metabolism in diverse environments"
"glcB","eco01200","Carbon metabolism"
"glcC","NA","NA"
"glcD","eco00630","Glyoxylate and dicarboxylate metabolism"
"glcD","eco01100","Metabolic pathways"
"glcD","eco01110","Biosynthesis of secondary metabolites"
"glcD","eco01120","Microbial metabolism in diverse environments"
"glcE","eco00630","Glyoxylate and dicarboxylate metabolism"
"glcE","eco01100","Metabolic pathways"
"glcE","eco01110","Biosynthesis of secondary metabolites"
"glcE","eco01120","Microbial metabolism in diverse environments"
"glcF","eco00630","Glyoxylate and dicarboxylate metabolism"
"glcF","eco01100","Metabolic pathways"
"glcF","eco01110","Biosynthesis of secondary metabolites"
"glcF","eco01120","Microbial metabolism in diverse environments"
"glcG","NA","NA"
"gldA","eco00561","Glycerolipid metabolism"
"gldA","eco01100","Metabolic pathways"
"glf","eco00052","Galactose metabolism"
"glgA","eco00500","Starch and sucrose metabolism"
"glgA","eco01100","Metabolic pathways"
"glgA","eco01110","Biosynthesis of secondary metabolites"
"glgB","eco00500","Starch and sucrose metabolism"
"glgB","eco01100","Metabolic pathways"
"glgB","eco01110","Biosynthesis of secondary metabolites"
"glgC","eco00500","Starch and sucrose metabolism"
"glgC","eco00520","Amino sugar and nucleotide sugar metabolism"
"glgC","eco01100","Metabolic pathways"
"glgC","eco01110","Biosynthesis of secondary metabolites"
"glgP","eco00500","Starch and sucrose metabolism"
"glgP","eco01100","Metabolic pathways"
"glgP","eco01110","Biosynthesis of secondary metabolites"
"glgS","NA","NA"
"glgX","eco00500","Starch and sucrose metabolism"
"glgX","eco01100","Metabolic pathways"
"glgX","eco01110","Biosynthesis of secondary metabolites"
"glk","eco00010","Glycolysis / Gluconeogenesis"
"glk","eco00052","Galactose metabolism"
"glk","eco00500","Starch and sucrose metabolism"
"glk","eco00520","Amino sugar and nucleotide sugar metabolism"
"glk","eco00521","Streptomycin biosynthesis"
"glk","eco01100","Metabolic pathways"
"glk","eco01110","Biosynthesis of secondary metabolites"
"glk","eco01120","Microbial metabolism in diverse environments"
"glk","eco01200","Carbon metabolism"
"glmM","eco00520","Amino sugar and nucleotide sugar metabolism"
"glmM","eco01100","Metabolic pathways"
"glmS","NA","NA"
"glmU","eco00520","Amino sugar and nucleotide sugar metabolism"
"glmU","eco01100","Metabolic pathways"
"glmU","eco01110","Biosynthesis of secondary metabolites"
"glmY","NA","NA"
"glmZ","NA","NA"
"glnA","eco00250","Alanine, aspartate and glutamate metabolism"
"glnA","eco00330","Arginine and proline metabolism"
"glnA","eco00630","Glyoxylate and dicarboxylate metabolism"
"glnA","eco00910","Nitrogen metabolism"
"glnA","eco01100","Metabolic pathways"
"glnA","eco01120","Microbial metabolism in diverse environments"
"glnA","eco01230","Biosynthesis of amino acids"
"glnA","eco02020","Two-component system"
"glnB","eco02020","Two-component system"
"glnD","eco02020","Two-component system"
"glnE","NA","NA"
"glnG","eco02020","Two-component system"
"glnH","eco02010","ABC transporters"
"glnK","NA","NA"
"glnL","eco02020","Two-component system"
"glnP","eco02010","ABC transporters"
"glnQ","eco02010","ABC transporters"
"glnS","eco00970","Aminoacyl-tRNA biosynthesis"
"glnS","eco01100","Metabolic pathways"
"glnU","eco00970","Aminoacyl-tRNA biosynthesis"
"glnV","eco00970","Aminoacyl-tRNA biosynthesis"
"glnW","eco00970","Aminoacyl-tRNA biosynthesis"
"glnX","eco00970","Aminoacyl-tRNA biosynthesis"
"gloA","NA","NA"
"gloB","eco00620","Pyruvate metabolism"
"glpA","eco00564","Glycerophospholipid metabolism"
"glpB","eco00564","Glycerophospholipid metabolism"
"glpC","eco00564","Glycerophospholipid metabolism"
"glpD","eco00564","Glycerophospholipid metabolism"
"glpE","eco00920","Sulfur metabolism"
"glpE","eco01120","Microbial metabolism in diverse environments"
"glpF","NA","NA"
"glpG","NA","NA"
"glpK","eco00561","Glycerolipid metabolism"
"glpK","eco01100","Metabolic pathways"
"glpQ","eco00564","Glycerophospholipid metabolism"
"glpR","NA","NA"
"glpT","NA","NA"
"glpX","eco00010","Glycolysis / Gluconeogenesis"
"glpX","eco00030","Pentose phosphate pathway"
"glpX","eco00051","Fructose and mannose metabolism"
"glpX","eco00680","Methane metabolism"
"glpX","eco01100","Metabolic pathways"
"glpX","eco01110","Biosynthesis of secondary metabolites"
"glpX","eco01120","Microbial metabolism in diverse environments"
"glpX","eco01200","Carbon metabolism"
"glrK","eco02020","Two-component system"
"glrR","eco02020","Two-component system"
"gltA","eco00020","Citrate cycle (TCA cycle)"
"gltA","eco00630","Glyoxylate and dicarboxylate metabolism"
"gltA","eco01100","Metabolic pathways"
"gltA","eco01110","Biosynthesis of secondary metabolites"
"gltA","eco01120","Microbial metabolism in diverse environments"
"gltA","eco01200","Carbon metabolism"
"gltA","eco01210","2-Oxocarboxylic acid metabolism"
"gltA","eco01230","Biosynthesis of amino acids"
"gltB","eco00250","Alanine, aspartate and glutamate metabolism"
"gltB","eco00910","Nitrogen metabolism"
"gltB","eco01100","Metabolic pathways"
"gltB","eco01110","Biosynthesis of secondary metabolites"
"gltB","eco01120","Microbial metabolism in diverse environments"
"gltB","eco01230","Biosynthesis of amino acids"
"gltD","eco00250","Alanine, aspartate and glutamate metabolism"
"gltD","eco00910","Nitrogen metabolism"
"gltD","eco01100","Metabolic pathways"
"gltD","eco01110","Biosynthesis of secondary metabolites"
"gltD","eco01120","Microbial metabolism in diverse environments"
"gltD","eco01230","Biosynthesis of amino acids"
"gltF","NA","NA"
"gltI","eco02010","ABC transporters"
"gltI","eco02020","Two-component system"
"gltJ","eco02010","ABC transporters"
"gltJ","eco02020","Two-component system"
"gltK","eco02010","ABC transporters"
"gltK","eco02020","Two-component system"
"gltL","eco02010","ABC transporters"
"gltL","eco02020","Two-component system"
"gltP","NA","NA"
"gltS","NA","NA"
"gltT","eco00970","Aminoacyl-tRNA biosynthesis"
"gltU","eco00970","Aminoacyl-tRNA biosynthesis"
"gltV","eco00970","Aminoacyl-tRNA biosynthesis"
"gltW","eco00970","Aminoacyl-tRNA biosynthesis"
"gltX","eco00860","Porphyrin and chlorophyll metabolism"
"gltX","eco00970","Aminoacyl-tRNA biosynthesis"
"gltX","eco01100","Metabolic pathways"
"gltX","eco01110","Biosynthesis of secondary metabolites"
"glvC","NA","NA"
"glvG","NA","NA"
"glxK","eco00260","Glycine, serine and threonine metabolism"
"glxK","eco00561","Glycerolipid metabolism"
"glxK","eco00630","Glyoxylate and dicarboxylate metabolism"
"glxK","eco01100","Metabolic pathways"
"glxK","eco01110","Biosynthesis of secondary metabolites"
"glxR","eco00630","Glyoxylate and dicarboxylate metabolism"
"glxR","eco01100","Metabolic pathways"
"glyA","eco00260","Glycine, serine and threonine metabolism"
"glyA","eco00460","Cyanoamino acid metabolism"
"glyA","eco00630","Glyoxylate and dicarboxylate metabolism"
"glyA","eco00670","One carbon pool by folate"
"glyA","eco00680","Methane metabolism"
"glyA","eco01100","Metabolic pathways"
"glyA","eco01110","Biosynthesis of secondary metabolites"
"glyA","eco01120","Microbial metabolism in diverse environments"
"glyA","eco01200","Carbon metabolism"
"glyA","eco01230","Biosynthesis of amino acids"
"glyQ","eco00970","Aminoacyl-tRNA biosynthesis"
"glyS","eco00970","Aminoacyl-tRNA biosynthesis"
"glyT","eco00970","Aminoacyl-tRNA biosynthesis"
"glyU","eco00970","Aminoacyl-tRNA biosynthesis"
"glyV","eco00970","Aminoacyl-tRNA biosynthesis"
"glyW","eco00970","Aminoacyl-tRNA biosynthesis"
"glyX","eco00970","Aminoacyl-tRNA biosynthesis"
"glyY","eco00970","Aminoacyl-tRNA biosynthesis"
"gmd","eco00051","Fructose and mannose metabolism"
"gmd","eco00520","Amino sugar and nucleotide sugar metabolism"
"gmd","eco01100","Metabolic pathways"
"gmhB","eco00540","Lipopolysaccharide biosynthesis"
"gmhB","eco01100","Metabolic pathways"
"gmk","eco00230","Purine metabolism"
"gmk","eco01100","Metabolic pathways"
"gmm","NA","NA"
"gmr","NA","NA"
"gnd","eco00030","Pentose phosphate pathway"
"gnd","eco00480","Glutathione metabolism"
"gnd","eco01100","Metabolic pathways"
"gnd","eco01110","Biosynthesis of secondary metabolites"
"gnd","eco01120","Microbial metabolism in diverse environments"
"gnd","eco01200","Carbon metabolism"
"gnsA","NA","NA"
"gnsB","NA","NA"
"gntK","eco00030","Pentose phosphate pathway"
"gntK","eco01100","Metabolic pathways"
"gntK","eco01110","Biosynthesis of secondary metabolites"
"gntK","eco01120","Microbial metabolism in diverse environments"
"gntK","eco01200","Carbon metabolism"
"gntP","NA","NA"
"gntR","NA","NA"
"gntT","NA","NA"
"gntU","NA","NA"
"gntX","NA","NA"
"gor","eco00480","Glutathione metabolism"
"gph","eco00630","Glyoxylate and dicarboxylate metabolism"
"gph","eco01100","Metabolic pathways"
"gph","eco01110","Biosynthesis of secondary metabolites"
"gpmA","eco00010","Glycolysis / Gluconeogenesis"
"gpmA","eco00260","Glycine, serine and threonine metabolism"
"gpmA","eco00680","Methane metabolism"
"gpmA","eco01100","Metabolic pathways"
"gpmA","eco01110","Biosynthesis of secondary metabolites"
"gpmA","eco01120","Microbial metabolism in diverse environments"
"gpmA","eco01200","Carbon metabolism"
"gpmA","eco01230","Biosynthesis of amino acids"
"gpmM","eco00010","Glycolysis / Gluconeogenesis"
"gpmM","eco00260","Glycine, serine and threonine metabolism"
"gpmM","eco00680","Methane metabolism"
"gpmM","eco01100","Metabolic pathways"
"gpmM","eco01110","Biosynthesis of secondary metabolites"
"gpmM","eco01120","Microbial metabolism in diverse environments"
"gpmM","eco01200","Carbon metabolism"
"gpmM","eco01230","Biosynthesis of amino acids"
"gpp","eco00230","Purine metabolism"
"gpr","NA","NA"
"gpsA","eco00564","Glycerophospholipid metabolism"
"gpt","eco00230","Purine metabolism"
"gpt","eco01100","Metabolic pathways"
"gpt","eco01110","Biosynthesis of secondary metabolites"
"greA","NA","NA"
"greB","NA","NA"
"groL","eco03018","RNA degradation"
"groS","NA","NA"
"grpE","NA","NA"
"grxA","NA","NA"
"grxB","NA","NA"
"grxC","NA","NA"
"grxD","NA","NA"
"gshA","eco00480","Glutathione metabolism"
"gshA","eco01100","Metabolic pathways"
"gshB","eco00480","Glutathione metabolism"
"gshB","eco01100","Metabolic pathways"
"gsiA","eco02010","ABC transporters"
"gsiB","eco02010","ABC transporters"
"gsiC","eco02010","ABC transporters"
"gsiD","eco02010","ABC transporters"
"gsk","eco00230","Purine metabolism"
"gspA","NA","NA"
"gspB","NA","NA"
"gspC","eco03070","Bacterial secretion system"
"gspD","eco03070","Bacterial secretion system"
"gspE","eco03070","Bacterial secretion system"
"gspF","eco03070","Bacterial secretion system"
"gspG","eco03070","Bacterial secretion system"
"gspH","eco03070","Bacterial secretion system"
"gspI","eco03070","Bacterial secretion system"
"gspJ","eco03070","Bacterial secretion system"
"gspK","eco03070","Bacterial secretion system"
"gspL","eco03070","Bacterial secretion system"
"gspM","eco03070","Bacterial secretion system"
"gspO","eco03070","Bacterial secretion system"
"gss","eco00480","Glutathione metabolism"
"gss","eco01100","Metabolic pathways"
"gst","NA","NA"
"gtrA","NA","NA"
"gtrB","NA","NA"
"gtrS","NA","NA"
"guaA","eco00230","Purine metabolism"
"guaA","eco01100","Metabolic pathways"
"guaB","eco00230","Purine metabolism"
"guaB","eco01100","Metabolic pathways"
"guaB","eco01110","Biosynthesis of secondary metabolites"
"guaC","eco00230","Purine metabolism"
"guaD","eco00230","Purine metabolism"
"guaD","eco01100","Metabolic pathways"
"gudD","eco00053","Ascorbate and aldarate metabolism"
"gudD","eco01100","Metabolic pathways"
"gudP","NA","NA"
"gudX","NA","NA"
"gutM","NA","NA"
"gutQ","NA","NA"
"gyrA","NA","NA"
"gyrB","NA","NA"
"hcaB","eco00360","Phenylalanine metabolism"
"hcaB","eco01120","Microbial metabolism in diverse environments"
"hcaB","eco01220","Degradation of aromatic compounds"
"hcaC","eco00360","Phenylalanine metabolism"
"hcaC","eco00622","Xylene degradation"
"hcaC","eco00627","Aminobenzoate degradation"
"hcaC","eco00642","Ethylbenzene degradation"
"hcaC","eco01100","Metabolic pathways"
"hcaC","eco01120","Microbial metabolism in diverse environments"
"hcaC","eco01220","Degradation of aromatic compounds"
"hcaD","eco00071","Fatty acid degradation"
"hcaD","eco00360","Phenylalanine metabolism"
"hcaD","eco00622","Xylene degradation"
"hcaD","eco00627","Aminobenzoate degradation"
"hcaD","eco00642","Ethylbenzene degradation"
"hcaD","eco01100","Metabolic pathways"
"hcaD","eco01120","Microbial metabolism in diverse environments"
"hcaD","eco01220","Degradation of aromatic compounds"
"hcaE","eco00360","Phenylalanine metabolism"
"hcaE","eco01120","Microbial metabolism in diverse environments"
"hcaE","eco01220","Degradation of aromatic compounds"
"hcaF","eco00360","Phenylalanine metabolism"
"hcaF","eco01120","Microbial metabolism in diverse environments"
"hcaF","eco01220","Degradation of aromatic compounds"
"hcaR","NA","NA"
"hcaT","NA","NA"
"hchA","eco00620","Pyruvate metabolism"
"hcp","eco00910","Nitrogen metabolism"
"hcr","NA","NA"
"hda","NA","NA"
"hdeA","NA","NA"
"hdeB","NA","NA"
"hdeD","NA","NA"
"hdfR","NA","NA"
"hdhA","NA","NA"
"helD","NA","NA"
"hemA","eco00860","Porphyrin and chlorophyll metabolism"
"hemA","eco01100","Metabolic pathways"
"hemA","eco01110","Biosynthesis of secondary metabolites"
"hemB","eco00860","Porphyrin and chlorophyll metabolism"
"hemB","eco01100","Metabolic pathways"
"hemB","eco01110","Biosynthesis of secondary metabolites"
